drug_id,cell_line,gene_symbol,log2fc,pvalue
Sorafenib,PC3,GENE140,0.4565106331566199,0.3037635851541351
Sorafenib,PC3,GENE141,0.18620022146971787,0.42239166263212685
Sorafenib,PC3,GENE142,-0.3196753987393981,0.3417969256417012
Sorafenib,PC3,GENE143,-0.6260166891201701,0.28358377192410267
Sorafenib,PC3,GENE144,0.684284671627584,0.22709674286657164
Sorafenib,PC3,GENE145,-0.19924192873054683,0.4342896375154868
Sorafenib,PC3,GENE146,0.2148427485789005,0.4315309341996842
Sorafenib,PC3,GENE147,0.3590870114691828,0.33332037212914967
Sorafenib,PC3,GENE148,1.1642273614682304,0.15346957440442313
Sorafenib,PC3,GENE149,-0.2279627433091637,0.4233871848434299
Sorafenib,PC3,GENE150,-0.2890618315522989,0.36611605547885046
Sorafenib,PC3,GENE151,-1.836777265964822,0.08544237287504192
Sorafenib,PC3,GENE152,1.4037279160246718,0.12358642964216196
Sorafenib,PC3,GENE153,0.25938595717161617,0.3888780994180753
Sorafenib,PC3,GENE154,-0.45876254078398426,0.3141954626943668
Sorafenib,PC3,GENE155,2.124800709881475,0.07648635242459034
Sorafenib,PC3,GENE156,1.171473371230051,0.142317922796651
Sorafenib,PC3,GENE157,0.224746249855714,0.4213997027126527
Sorafenib,PC3,GENE158,0.9874117964421172,0.18396074027718518
Sorafenib,PC3,GENE159,-1.481208373286826,0.11017003167434129
Sorafenib,PC3,GENE160,0.345967479509429,0.3707702928187614
Sorafenib,HT29,TP53,0.3011708579586336,0.38598196669980334
Sorafenib,HT29,EGFR,-0.0018089752844370009,0.5074728745256389
Sorafenib,HT29,MYC,0.09837290044972648,0.4935499768227723
Sorafenib,HT29,BRAF,1.2072288123757744,0.13718872117292424
Sorafenib,HT29,KRAS,0.11649291005551707,0.46063353132719637
Sorafenib,HT29,PIK3CA,0.250681792717779,0.38857418712745195
Sorafenib,HT29,PTEN,0.3705523983458723,0.3531918085769254
Sorafenib,HT29,MAPK1,-0.5087519829435244,0.2832819192871472
Sorafenib,HT29,AKT1,0.1046365821504214,0.4580558176939408
Sorafenib,HT29,STAT3,-0.20670281768920976,0.3930729340267313
Sorafenib,HT29,CDK1,-0.17991005185144007,0.44656626620326817
Sorafenib,HT29,CDKN1A,-0.5078248123972766,0.2821526751771069
Sorafenib,HT29,RB1,-0.511160234090193,0.2945252651365718
Sorafenib,HT29,NFkB1,-0.7323589395087458,0.23806261170649062
Sorafenib,HT29,ERBB2,0.035754425822726886,0.5151510470023342
Sorafenib,HT29,MTOR,0.6113093202627412,0.2652106320519207
Sorafenib,HT29,JUN,-0.9025301325675407,0.17906043154941667
Sorafenib,HT29,FOS,0.41811101781144205,0.33517981493406934
Sorafenib,HT29,HIF1A,0.3190219362483486,0.357160463612993
Sorafenib,HT29,VEGFA,-0.0406743559555939,0.48947532293802476
Sorafenib,HT29,GENE001,0.42267203728344466,0.343384310131672
Sorafenib,HT29,GENE002,-0.3983583827699445,0.327830554871164
Sorafenib,HT29,GENE003,0.4549014475011092,0.3357261253654447
Sorafenib,HT29,GENE004,0.25084608565507305,0.3938635828651325
Sorafenib,HT29,GENE005,-0.2621766946037019,0.4050116566064984
Sorafenib,HT29,GENE006,-1.183728856518761,0.155636709970916
Sorafenib,HT29,GENE007,0.05346946994420997,0.5139572526601125
Sorafenib,HT29,GENE008,-0.3901773880572608,0.3245301463197196
Sorafenib,HT29,GENE009,0.273093180858727,0.3703185288220214
Sorafenib,HT29,GENE010,-0.3111255255988625,0.3838778125599345
Sorafenib,HT29,GENE011,-0.30562605892816874,0.36512863026606934
Sorafenib,HT29,GENE012,0.3720929593708869,0.3571744957621939
Sorafenib,HT29,GENE013,-0.6056801757195307,0.25386277909150035
Sorafenib,HT29,GENE014,-0.018628237872691477,0.5375765324954876
Sorafenib,HT29,GENE015,0.23345080123845835,0.40173952161534376
Sorafenib,HT29,GENE016,-0.36036356457494956,0.3618931844893484
Sorafenib,HT29,GENE017,-0.3646840683239097,0.34048078316769664
Sorafenib,HT29,GENE018,0.9658510395423897,0.19461454095947228
Sorafenib,HT29,GENE019,0.5335704098457077,0.29756337081698025
Sorafenib,HT29,GENE020,-0.3279220686904704,0.3662269304880479
Sorafenib,HT29,GENE021,-1.6733039479033116,0.10265181730928502
Sorafenib,HT29,GENE022,0.2547442979043266,0.41649046803706946
Sorafenib,HT29,GENE023,-0.8409197177833393,0.21745204768908477
Sorafenib,HT29,GENE024,-1.6501134709148066,0.08359059150352631
Sorafenib,HT29,GENE025,-0.5514646106403703,0.288048605693556
Sorafenib,HT29,GENE026,0.08850693120552736,0.49249598036895753
Sorafenib,HT29,GENE027,1.1838576431766088,0.12454339342546539
Sorafenib,HT29,GENE028,0.07697425633701944,0.47833455232410804
Sorafenib,HT29,GENE029,0.1014948588346636,0.45671815746995653
Sorafenib,HT29,GENE030,-0.41338797540722505,0.3188241477843842
Sorafenib,HT29,GENE031,0.4378350175674198,0.3209926560739961
Sorafenib,HT29,GENE032,-0.34611623338779296,0.36263103248083023
Sorafenib,HT29,GENE033,0.06762037062666874,0.485474035550446
Sorafenib,HT29,GENE034,0.6293588105270377,0.2520624500845548
Sorafenib,HT29,GENE035,0.0697975123874965,0.4685299012520715
Sorafenib,HT29,GENE036,0.3290674463456588,0.36277360862101293
Sorafenib,HT29,GENE037,0.03831056750875031,0.5191296353701961
Sorafenib,HT29,GENE038,0.057917070477302345,0.4988075795556978
Sorafenib,HT29,GENE039,0.8121060817062168,0.20901935684137585
Sorafenib,HT29,GENE040,0.3848164065235703,0.3505360965592972
Sorafenib,HT29,GENE041,1.6177351015426427,0.09225897690082704
Sorafenib,HT29,GENE042,0.06693593783289649,0.49565170628368865
Sorafenib,HT29,GENE043,-0.09279210030124309,0.4948187275963343
Sorafenib,HT29,GENE044,-0.38945797564501355,0.3194114441940527
Sorafenib,HT29,GENE045,0.6025725592241411,0.28756991910115826
Sorafenib,HT29,GENE046,-0.3250136686364765,0.34922486921654394
Sorafenib,HT29,GENE047,0.16885806611541732,0.4380749658416717
Sorafenib,HT29,GENE048,-0.6844778930455235,0.2211492936409826
Sorafenib,HT29,GENE049,-1.2567940109619462,0.14910760069531384
Sorafenib,HT29,GENE050,0.3255965532735904,0.3528042293132027
Sorafenib,HT29,GENE051,0.021941518505471512,0.5097227002184842
Sorafenib,HT29,GENE052,0.44216173289982386,0.31519555208323236
Sorafenib,HT29,GENE053,0.25876808859786443,0.4111538329714778
Sorafenib,HT29,GENE054,0.17846646110660308,0.42101965847720874
Sorafenib,HT29,GENE055,-0.32669603896507754,0.3429069232070794
Sorafenib,HT29,GENE056,0.4609034611095647,0.33661326849230405
Sorafenib,HT29,GENE057,-0.13738703691364396,0.44364431720807307
Sorafenib,HT29,GENE058,0.012671349095195544,0.5283054532727253
Sorafenib,HT29,GENE059,0.5071686183116606,0.2743239804780694
Sorafenib,HT29,GENE060,-0.374034126043869,0.33261470895000256
Sorafenib,HT29,GENE061,0.049871417072586854,0.4992956455957064
Sorafenib,HT29,GENE062,0.13302471818616596,0.47303929144893503
Sorafenib,HT29,GENE063,0.6710121272562326,0.2640126318407242
Sorafenib,HT29,GENE064,-0.1752454043292653,0.4385970593925669
Sorafenib,HT29,GENE065,-0.5425208304177905,0.30767577948442426
Sorafenib,HT29,GENE066,0.761223362631702,0.21422715782829654
Sorafenib,HT29,GENE067,0.2188339766493823,0.39870458230680056
Sorafenib,HT29,GENE068,0.42990954482724925,0.3469745683539808
Sorafenib,HT29,GENE069,-0.06632585278599817,0.5043235185820976
Sorafenib,HT29,GENE070,-0.29705900028123655,0.38123011970555964
Sorafenib,HT29,GENE071,0.6000405944686719,0.27258671781479826
Sorafenib,HT29,GENE072,-0.76792475733036,0.22928519894512223
Sorafenib,HT29,GENE073,0.5259670601833104,0.2744911264124289
Sorafenib,HT29,GENE074,0.18073898179786993,0.4208752524401198
Sorafenib,HT29,GENE075,-0.8119201690424592,0.23763510323137668
Sorafenib,HT29,GENE076,0.32226800311726445,0.35279760181307596
Sorafenib,HT29,GENE077,-0.31659528284835925,0.3459631789768731
Sorafenib,HT29,GENE078,0.14014081701905642,0.4241956012933834
Sorafenib,HT29,GENE079,0.6329039699211904,0.2790993684579768
Sorafenib,HT29,GENE080,0.5247875524625891,0.26881536016608054
Sorafenib,HT29,GENE081,-0.3488827892815749,0.3599875397857755
Sorafenib,HT29,GENE082,0.30601965723802915,0.3860613574028637
Sorafenib,HT29,GENE083,-0.040232732342080996,0.5213088109572442
Sorafenib,HT29,GENE084,0.494565355575967,0.3015937274133521
Sorafenib,HT29,GENE085,0.22855930765297,0.3971639035413508
Sorafenib,HT29,GENE086,-0.2569284004292893,0.4044915320045512
Sorafenib,HT29,GENE087,-0.3994928796057111,0.33345623360528936
Sorafenib,HT29,GENE088,-0.7296544530876686,0.21803554050478474
Sorafenib,HT29,GENE089,-0.6945418780898616,0.23964427176046305
Sorafenib,HT29,GENE090,-0.49096825310541503,0.3260366726243963
Sorafenib,HT29,GENE091,0.16957994280525202,0.430100820724553
Sorafenib,HT29,GENE092,1.766825973718737,0.10100754819854141
Sorafenib,HT29,GENE093,0.22731769653087366,0.41197624438097996
Sorafenib,HT29,GENE094,-0.561792730550868,0.29052354204924546
Sorafenib,HT29,GENE095,0.14227900051117198,0.44773439226648526
Sorafenib,HT29,GENE096,0.3490481062480042,0.35292780020757253
Sorafenib,HT29,GENE097,-0.22369371161200727,0.4133239439359073
Sorafenib,HT29,GENE098,-0.0026143193876215194,0.533341748477154
Sorafenib,HT29,GENE099,-0.41531537159767706,0.33296108541103536
Sorafenib,HT29,GENE100,-0.7455827076244789,0.21984876310703924
Sorafenib,HT29,GENE101,-0.13868545972364565,0.4583754124077739
Sorafenib,HT29,GENE102,0.28719112774100564,0.3837283314606287
Sorafenib,HT29,GENE103,-0.6507203378716806,0.27752584090083116
Sorafenib,HT29,GENE104,1.6587914953993175,0.07030652879587525
Sorafenib,HT29,GENE105,0.37223408650187895,0.3611667794767869
Sorafenib,HT29,GENE106,-1.0862118195514114,0.15173870962675087
Sorafenib,HT29,GENE107,-0.03737310087437743,0.521141894683393
Sorafenib,HT29,GENE108,-0.22828528995536926,0.3908468820761695
Sorafenib,HT29,GENE109,-0.20387230615063015,0.4227416593086296
Sorafenib,HT29,GENE110,-0.2807628299158417,0.3656577209424449
Sorafenib,HT29,GENE111,0.5164900738903475,0.27948893147952775
Sorafenib,HT29,GENE112,0.434778648769484,0.34060917054893636
Sorafenib,HT29,GENE113,0.1814041382763433,0.419004231305206
Sorafenib,HT29,GENE114,0.05993223887753912,0.4759371881350554
Sorafenib,HT29,GENE115,0.7237004991749393,0.2393538855907865
Sorafenib,HT29,GENE116,1.1856609040439232,0.13789660868557288
Sorafenib,HT29,GENE117,0.14780836939256767,0.45978547653428814
Sorafenib,HT29,GENE118,1.041141628237154,0.15836317542516243
Sorafenib,HT29,GENE119,-0.15132162317819517,0.4218082024468005
Sorafenib,HT29,GENE120,-0.15400962935265516,0.4471043836337096
Sorafenib,HT29,GENE121,0.21176081987339748,0.421341942500759
Sorafenib,HT29,GENE122,0.659003381731047,0.27025333545606933
Sorafenib,HT29,GENE123,-0.36630471663906466,0.3415174551414657
Sorafenib,HT29,GENE124,0.6074737346665193,0.2507094671603193
Sorafenib,HT29,GENE125,0.37092601328329267,0.33700630928036956
Sorafenib,HT29,GENE126,0.1164888224284802,0.474818778601763
Sorafenib,HT29,GENE127,-0.4458624001388796,0.32336636395855395
Sorafenib,HT29,GENE128,0.09454446185549674,0.48811962655634455
Sorafenib,HT29,GENE129,-0.6529146130858277,0.2435390000202787
Sorafenib,HT29,GENE130,0.2369607122583935,0.3773375775451663
Sorafenib,HT29,GENE131,0.27694620012644927,0.37059608528395116
Sorafenib,HT29,GENE132,0.8844814293128722,0.2170159370603057
Sorafenib,HT29,GENE133,0.17453459921303371,0.4375706500433446
Sorafenib,HT29,GENE134,-0.5865809520034129,0.28532869589903265
Sorafenib,HT29,GENE135,-0.22255512029137173,0.39315029206266705
Sorafenib,HT29,GENE136,-0.4595511647548514,0.2926063290365924
Sorafenib,HT29,GENE137,0.28172395439503894,0.3691281415743155
Sorafenib,HT29,GENE138,0.45591360186425844,0.2973579290382832
Sorafenib,HT29,GENE139,-0.6660824910976026,0.27133737512470063
Sorafenib,HT29,GENE140,-0.24434192317410625,0.3946673571715633
Sorafenib,HT29,GENE141,1.4647601123240355,0.11454953229495392
Sorafenib,HT29,GENE142,-0.25377836381018015,0.3982323437155346
Sorafenib,HT29,GENE143,0.03140767017781671,0.5033600351734476
Sorafenib,HT29,GENE144,0.014790611347171863,0.5392934610891496
Sorafenib,HT29,GENE145,-0.09296082305951495,0.4591022226706716
Sorafenib,HT29,GENE146,0.19053261985117578,0.4341427964639095
Sorafenib,HT29,GENE147,0.1825651561619803,0.41926670611437206
Sorafenib,HT29,GENE148,0.08101796958830061,0.46889298738259155
Sorafenib,HT29,GENE149,0.6543732794830708,0.24986715225188003
Sorafenib,HT29,GENE150,0.7186454549309312,0.24490839680708704
Sorafenib,HT29,GENE151,0.22985749264512767,0.3816972953533652
Sorafenib,HT29,GENE152,0.052023212635784945,0.5175487037247368
Sorafenib,HT29,GENE153,-0.8443213672843257,0.20812134552888756
Sorafenib,HT29,GENE154,-0.30477023441741824,0.3869077290234859
Sorafenib,HT29,GENE155,1.6996946064195222,0.09003390515901454
Sorafenib,HT29,GENE156,-0.4805188243647725,0.28282945445183094
Sorafenib,HT29,GENE157,0.1742656847813053,0.4124944852745281
Sorafenib,HT29,GENE158,-0.4926706562820155,0.3075886876204179
Sorafenib,HT29,GENE159,-1.50266564221438,0.08412878519957052
Sorafenib,HT29,GENE160,-0.026290841082689895,0.4890011341308843
Sorafenib,HeLa,TP53,-1.1289183942710237,0.15678414278804625
Sorafenib,HeLa,EGFR,-0.04871793800061166,0.5076485260611198
Sorafenib,HeLa,MYC,-0.329022827248666,0.3508008434875351
Sorafenib,HeLa,BRAF,1.1211519265944885,0.1799350414221413
Sorafenib,HeLa,KRAS,0.36182241170397234,0.3322871639973165
Sorafenib,HeLa,PIK3CA,0.33998258154368854,0.3486029963679784
Sorafenib,HeLa,PTEN,0.47881004769683333,0.29800982008657234
Sorafenib,HeLa,MAPK1,0.568674883973793,0.27200814012652974
Sorafenib,HeLa,AKT1,0.10256198792991059,0.44515793834514106
Sorafenib,HeLa,STAT3,-0.6171662544883797,0.2853743352936295
Sorafenib,HeLa,CDK1,-0.2648021938136589,0.398751476375439
Sorafenib,HeLa,CDKN1A,-0.043715464743239056,0.4769576205379164
Sorafenib,HeLa,RB1,-0.09485251962257209,0.4877087727709417
Sorafenib,HeLa,NFkB1,0.3666284635624566,0.3292935577299995
Sorafenib,HeLa,ERBB2,-0.050688159537298265,0.48508875628807685
Sorafenib,HeLa,MTOR,-0.8837972542414563,0.19206522818233007
Sorafenib,HeLa,JUN,0.3249594370380213,0.374287062151734
Sorafenib,HeLa,FOS,-0.63502682561922,0.2384503694082402
Sorafenib,HeLa,HIF1A,-0.31136233473976377,0.3805607534455662
Sorafenib,HeLa,VEGFA,-0.2613458461709954,0.41365006335448706
Sorafenib,HeLa,GENE001,-1.9507348481884614,0.05674407044405234
Sorafenib,HeLa,GENE002,0.18892379480805185,0.4270679618620875
Sorafenib,HeLa,GENE003,2.021124581788968,0.07151392503423512
Sorafenib,HeLa,GENE004,0.25555536953604835,0.38748446426920546
Sorafenib,HeLa,GENE005,-0.03679830002889873,0.4984319506552508
Sorafenib,HeLa,GENE006,0.5241741126150428,0.2978706973786498
Sorafenib,HeLa,GENE007,0.2807742317681169,0.3919102478297436
Sorafenib,HeLa,GENE008,0.724409429086617,0.21947603392209494
Sorafenib,HeLa,GENE009,-0.53766842712925,0.2623410957371995
Sorafenib,HeLa,GENE010,0.3479214585012852,0.37603195811538415
Sorafenib,HeLa,GENE011,-0.48269714245769907,0.29357032277154854
Sorafenib,HeLa,GENE012,-0.3086545115285861,0.3617564665639663
Sorafenib,HeLa,GENE013,-0.3834825585750999,0.318218963551371
Sorafenib,HeLa,GENE014,-0.02266582929422061,0.5012293215898609
Sorafenib,HeLa,GENE015,-0.33327155531713204,0.35542445028045266
Sorafenib,HeLa,GENE016,-0.1780166538315456,0.4180290574834146
Sorafenib,HeLa,GENE017,-0.11088083481624925,0.4458512066396606
Sorafenib,HeLa,GENE018,0.14717846969252302,0.446416184617893
Sorafenib,HeLa,GENE019,0.21389363281885365,0.4056782438914455
Sorafenib,HeLa,GENE020,0.06112511568877226,0.4955477159725317
Sorafenib,HeLa,GENE021,-1.3588465390501416,0.10402176188841056
Sorafenib,HeLa,GENE022,1.0133300766703142,0.14903927869512645
Sorafenib,HeLa,GENE023,-0.40803049308550365,0.3065248863707489
Sorafenib,HeLa,GENE024,-1.255264380270685,0.12280551032221836
Sorafenib,HeLa,GENE025,0.5262898185527985,0.2790235498583273
Sorafenib,HeLa,GENE026,-0.35846689912607166,0.36726373131018547
Sorafenib,HeLa,GENE027,1.3654071855732322,0.10100273272762532
Sorafenib,HeLa,GENE028,-0.6210036079698429,0.2847947226074392
Sorafenib,HeLa,GENE029,0.41494929523216717,0.32378484632702537
Sorafenib,HeLa,GENE030,0.1063370080708922,0.4806343575750929
Sorafenib,HeLa,GENE031,2.059800405448621,0.046865413070949685
Sorafenib,HeLa,GENE032,0.1761439412358277,0.4325864892618909
Sorafenib,HeLa,GENE033,-0.29879470695281435,0.37564061396682313
Sorafenib,HeLa,GENE034,-0.3285654457715432,0.3474105241083106
Sorafenib,HeLa,GENE035,-0.23509275467481697,0.3971087175271453
Sorafenib,HeLa,GENE036,-0.4381452778667311,0.3304793903463242
Sorafenib,HeLa,GENE037,0.42861398832608605,0.32352408942924665
Sorafenib,HeLa,GENE038,-0.1442520217110053,0.44306856655618465
Sorafenib,HeLa,GENE039,0.2081754132039624,0.3943074298787171
Sorafenib,HeLa,GENE040,0.04391055742689532,0.5109727726848312
Sorafenib,HeLa,GENE041,-1.0520421885051159,0.15138372978567669
Sorafenib,HeLa,GENE042,0.2913337166103027,0.3716077377220717
Sorafenib,HeLa,GENE043,-0.624187687286945,0.260518357591317
Sorafenib,HeLa,GENE044,-0.0017185297818836337,0.531594913634906
Sorafenib,HeLa,GENE045,2.559079882381245,0.05509676776308546
Sorafenib,HeLa,GENE046,-1.3736981479029966,0.1456408930689724
Sorafenib,HeLa,GENE047,-0.26093533296199545,0.3754057211318332
Sorafenib,HeLa,GENE048,-0.9431545217869828,0.1905564375216253
Sorafenib,HeLa,GENE049,-2.0088915279361133,0.06296082183758624
Sorafenib,HeLa,GENE050,0.4894522762309115,0.29969958329392204
Sorafenib,HeLa,GENE051,0.4220326131610091,0.3068170782146429
Sorafenib,HeLa,GENE052,-0.45421453137461926,0.3142432073136569
Sorafenib,HeLa,GENE053,-0.44097236162833153,0.3175967791871814
Sorafenib,HeLa,GENE054,-0.08557364471743463,0.5005552260067797
Sorafenib,HeLa,GENE055,-1.4166449628743556,0.10626182254515
Sorafenib,HeLa,GENE056,-0.6859262254130956,0.24286201037748018
Sorafenib,HeLa,GENE057,0.303525875537918,0.35736779077259795
Sorafenib,HeLa,GENE058,-0.8266824511975632,0.18725307395120805
Sorafenib,HeLa,GENE059,0.20471877716081915,0.43185662593390806
Sorafenib,HeLa,GENE060,-0.1628769995308657,0.4350901266105962
Sorafenib,HeLa,GENE061,-0.4588370788047399,0.3099245763945346
Sorafenib,HeLa,GENE062,0.33237083961812103,0.3503159130911856
Sorafenib,HeLa,GENE063,0.7750295268107277,0.1998550153540303
Sorafenib,HeLa,GENE064,-0.33873179490427735,0.3774820594435563
Sorafenib,HeLa,GENE065,0.6146416806829641,0.2588901907241954
Sorafenib,HeLa,GENE066,0.12410450971173798,0.46337431268718654
Sorafenib,HeLa,GENE067,0.06145264713131159,0.4851295602358749
Sorafenib,HeLa,GENE068,0.732966842967379,0.23672368609724773
Sorafenib,HeLa,GENE069,-0.32806537979844563,0.3445376264679155
Sorafenib,HeLa,GENE070,-0.3998261262523335,0.3101871009663751
Sorafenib,HeLa,GENE071,-0.4418343743418203,0.33276384449152074
Sorafenib,HeLa,GENE072,0.14391566422531396,0.46399380073384694
Sorafenib,HeLa,GENE073,0.07987637297806756,0.47840014409818854
Sorafenib,HeLa,GENE074,0.2159813818911843,0.4034570112756528
Sorafenib,HeLa,GENE075,-0.6916158983275565,0.2354590584536509
Sorafenib,HeLa,GENE076,-0.020269318398923587,0.5238816475878316
Sorafenib,HeLa,GENE077,-2.209499834359008,0.07274260508122889
Sorafenib,HeLa,GENE078,-0.2753423646078596,0.36019159476402574
Sorafenib,HeLa,GENE079,-0.3490794250856933,0.3648891069051168
Sorafenib,HeLa,GENE080,2.635291771024354,0.03187946427009869
Sorafenib,HeLa,GENE081,0.42518459642255513,0.3184874361317846
Sorafenib,HeLa,GENE082,0.8266481743975889,0.20731254531684748
Sorafenib,HeLa,GENE083,-0.13869288311064676,0.4554318266375758
Sorafenib,HeLa,GENE084,1.4043437252192088,0.10175149623742542
Sorafenib,HeLa,GENE085,1.0361876770883345,0.16724838025057046
Sorafenib,HeLa,GENE086,0.5154111862158665,0.31030912349545453
Sorafenib,HeLa,GENE087,-0.04136826588931811,0.5072635493644724
Sorafenib,HeLa,GENE088,-0.04789977400616554,0.48795789275594764
Sorafenib,HeLa,GENE089,0.8447332883330738,0.18842941654666956
Sorafenib,HeLa,GENE090,-0.45141087493781934,0.30931825395545026
Sorafenib,HeLa,GENE091,0.4177531283769931,0.3440060147737436
Sorafenib,HeLa,GENE092,1.2726097244984143,0.11446918805508637
Sorafenib,HeLa,GENE093,-0.13309311615518243,0.4332118305685752
Sorafenib,HeLa,GENE094,-2.2525195492920647,0.07133792889678421
Sorafenib,HeLa,GENE095,0.14372928072841476,0.43169835523468825
Sorafenib,HeLa,GENE096,-0.27987987986126794,0.39343138918126674
Sorafenib,HeLa,GENE097,0.26892229900383635,0.37874682620968436
Sorafenib,HeLa,GENE098,-0.24995130089897533,0.3951929789998995
Sorafenib,HeLa,GENE099,0.04503410187621672,0.4811310628551948
Sorafenib,HeLa,GENE100,-0.5753937386540717,0.27252402459716357
Sorafenib,HeLa,GENE101,-0.02194745848840233,0.4925344622733957
Sorafenib,HeLa,GENE102,0.23296051064861542,0.426894004406679
Sorafenib,HeLa,GENE103,-0.6861692034019795,0.24192693518731986
Sorafenib,HeLa,GENE104,0.2020358588245229,0.41727212205635306
Sorafenib,HeLa,GENE105,0.9591912052520054,0.16139069811673942
Sorafenib,HeLa,GENE106,0.8738608954519596,0.20161986913813484
Sorafenib,HeLa,GENE107,-0.6866281081814061,0.23829099128651762
Sorafenib,HeLa,GENE108,0.5216117808021687,0.27443791732328227
Sorafenib,HeLa,GENE109,-1.0550113900935612,0.16033962407307295
Sorafenib,HeLa,GENE110,0.15483763930093028,0.43279042611580637
Sorafenib,HeLa,GENE111,-0.016923796855881995,0.5221770815732505
Sorafenib,HeLa,GENE112,1.9795003983003416,0.06236358758757489
Sorafenib,HeLa,GENE113,-0.5626923693692554,0.2898774641256635
Sorafenib,HeLa,GENE114,0.007071973012550284,0.49929129958229534
Sorafenib,HeLa,GENE115,0.14442707446731792,0.4343799311809031
Sorafenib,HeLa,GENE116,0.7925981726951573,0.23628319923598698
Sorafenib,HeLa,GENE117,0.3064313701241709,0.38351582236358966
Sorafenib,HeLa,GENE118,0.37512415169295155,0.36662836235435603
Sorafenib,HeLa,GENE119,1.0224829393707036,0.1877822552421299
Sorafenib,HeLa,GENE120,-2.3646620707704784,0.0452159271836345
Sorafenib,HeLa,GENE121,-1.2601742371685118,0.14925253952050188
Sorafenib,HeLa,GENE122,-0.24797902641789338,0.39227533779348395
Sorafenib,HeLa,GENE123,0.9449969954633448,0.16450191428413838
Sorafenib,HeLa,GENE124,0.006234218893195409,0.5171480680308792
Sorafenib,HeLa,GENE125,-0.10647828053728549,0.4798279901129169
Sorafenib,HeLa,GENE126,0.3596753221651204,0.3345382232629761
Sorafenib,HeLa,GENE127,0.03513029342368274,0.5288674525093712
Sorafenib,HeLa,GENE128,0.4834661714520937,0.30499724701269876
Sorafenib,HeLa,GENE129,-0.6859746361422392,0.23749776428663116
Sorafenib,HeLa,GENE130,-0.42372515850034986,0.3487723616402008
Sorafenib,HeLa,GENE131,0.7324399573118985,0.2238963336500056
Sorafenib,HeLa,GENE132,-0.15368248228588785,0.46007289618113323
Sorafenib,HeLa,GENE133,-0.3256702996777314,0.3643488453546202
Sorafenib,HeLa,GENE134,-0.15629343306581098,0.43005598839492537
Sorafenib,HeLa,GENE135,-0.1914128197051371,0.4268961705400875
Sorafenib,HeLa,GENE136,0.5942361665099755,0.27587997608553017
Sorafenib,HeLa,GENE137,-0.4031768888459254,0.3519056445362337
Sorafenib,HeLa,GENE138,-1.041970407465881,0.1930137724172112
Sorafenib,HeLa,GENE139,0.00593634235549395,0.5142325170639833
Sorafenib,HeLa,GENE140,0.6571407895435764,0.23167917968046967
Sorafenib,HeLa,GENE141,-0.15177607734683413,0.4360704561692142
Sorafenib,HeLa,GENE142,0.5977555817357745,0.2733827149046618
Sorafenib,HeLa,GENE143,-0.23145847316482496,0.410488723348241
Sorafenib,HeLa,GENE144,0.6659718325533688,0.26887082189111644
Sorafenib,HeLa,GENE145,0.04008669436273128,0.519004353729092
Sorafenib,HeLa,GENE146,-0.24316309966538247,0.4031543621344164
Sorafenib,HeLa,GENE147,0.239212536124738,0.40434336945214483
Sorafenib,HeLa,GENE148,-0.9285984555739307,0.16852799649106234
Sorafenib,HeLa,GENE149,1.35239869535794,0.10377310154631122
Sorafenib,HeLa,GENE150,0.1260712978655535,0.4429169596282507
Sorafenib,HeLa,GENE151,-0.9851462208315761,0.17365224425916645
Sorafenib,HeLa,GENE152,-0.7520166826053785,0.224859680031302
Sorafenib,HeLa,GENE153,0.7851897872916541,0.19728056180136366
Sorafenib,HeLa,GENE154,-0.41935829140799263,0.3190152679571879
Sorafenib,HeLa,GENE155,2.292290742442472,0.041451037271422964
Sorafenib,HeLa,GENE156,0.02269547233371207,0.5221828093361025
Sorafenib,HeLa,GENE157,0.03190586444188721,0.4929752383980919
Sorafenib,HeLa,GENE158,0.7068119777792362,0.23443903897835972
Sorafenib,HeLa,GENE159,-0.35623295110230335,0.37368044878614093
Sorafenib,HeLa,GENE160,-0.0349885851728119,0.49420676795297686
Sorafenib,K562,TP53,0.28950201699007433,0.35980043187525107
Sorafenib,K562,EGFR,-0.7212515521617594,0.2395467893335379
Sorafenib,K562,MYC,-0.010120737344244462,0.5249850020589749
Sorafenib,K562,BRAF,0.8100747871277305,0.2229510714361755
Sorafenib,K562,KRAS,-0.7266722324050053,0.2355069125101122
Sorafenib,K562,PIK3CA,-0.4507999935541871,0.2917433770322192
Sorafenib,K562,PTEN,-1.077483068592844,0.17575215616060988
Sorafenib,K562,MAPK1,0.8537329562518217,0.2147205566510368
Sorafenib,K562,AKT1,1.2581272094133737,0.15346028988990448
Sorafenib,K562,STAT3,0.033362759577736385,0.4879106680201927
Sorafenib,K562,CDK1,0.3405103840813133,0.3762174112864087
Sorafenib,K562,CDKN1A,0.31740256605910694,0.3865020434857217
Sorafenib,K562,RB1,0.14149340482280023,0.4245778266412681
Sorafenib,K562,NFkB1,-0.47615461108782287,0.28629464405663974
Sorafenib,K562,ERBB2,0.1388474502173717,0.4456757665070151
Sorafenib,K562,MTOR,0.13767998961649972,0.4723023302197384
Sorafenib,K562,JUN,-0.24309867136364327,0.40196857358638005
Sorafenib,K562,FOS,0.29907680823153365,0.3918799993482289
Sorafenib,K562,HIF1A,-0.230779062300706,0.4156912322174825
Sorafenib,K562,VEGFA,0.48694252666143584,0.286903920347449
Sorafenib,K562,GENE001,-1.558469188138267,0.11995818818308615
